OTUcode,Taxonomy,Species
Otu0454,d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_mccartyi,Dehalococcoides_mccartyi
Otu0455,d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_sp_UCH007,Dehalococcoides_sp_UCH007
Otu0456,d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter|s__Sphaerobacter_thermophilus,Sphaerobacter_thermophilus
Otu0457,d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae|g__Thermomicrobium|s__Thermomicrobium_roseum,Thermomicrobium_roseum
Otu0458,d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae|g__Desulfurispirillum|s__Desulfurispirillum_indicum,Desulfurispirillum_indicum
Otu0460,d__Bacteria|p__Cloacimonetes|g__Candidatus_Cloacimonas|s__Candidatus_Cloacimonas_acidaminovorans,Candidatus_Cloacimonas_acidaminovorans
Otu0461,d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|g__Gloeobacter|s__Gloeobacter_kilaueensis,Gloeobacter_kilaueensis
Otu0462,d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|g__Gloeobacter|s__Gloeobacter_violaceus,Gloeobacter_violaceus
Otu0463,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Acaryochloris|s__Acaryochloris_marina,Acaryochloris_marina
Otu0465,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Candidatus_Atelocyanobacterium|s__Candidatus_Atelocyanobacterium_thalassa,Candidatus_Atelocyanobacterium_thalassa
Otu0466,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobacterium|s__Cyanobacterium_aponinum,Cyanobacterium_aponinum
Otu0467,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobium|s__Cyanobium_gracile,Cyanobium_gracile
Otu0468,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_ATCC_51142,Cyanothece_sp_ATCC_51142
Otu0469,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_PCC_7424,Cyanothece_sp_PCC_7424
Otu0470,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_PCC_7425,Cyanothece_sp_PCC_7425
Otu0471,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_PCC_7822,Cyanothece_sp_PCC_7822
Otu0472,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_PCC_8801,Cyanothece_sp_PCC_8801
Otu0473,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece|s__Cyanothece_sp_PCC_8802,Cyanothece_sp_PCC_8802
Otu0474,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Dactylococcopsis|s__Dactylococcopsis_salina,Dactylococcopsis_salina
Otu0475,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Gloeocapsa|s__Gloeocapsa_sp_PCC_7428,Gloeocapsa_sp_PCC_7428
Otu0476,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Halothece|s__Halothece_sp_PCC_7418,Halothece_sp_PCC_7418
Otu0477,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Microcystis|s__Microcystis_aeruginosa,Microcystis_aeruginosa
Otu0478,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Microcystis|s__Microcystis_panniformis,Microcystis_panniformis
Otu0479,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_elongatus,Synechococcus_elongatus
Otu0480,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_CC9311,Synechococcus_sp_CC9311
Otu0481,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_CC9605,Synechococcus_sp_CC9605
Otu0482,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_CC9902,Synechococcus_sp_CC9902
Otu0483,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_JA-2-3B'a(2-13),Synechococcus_sp_JA-2-3B'a(2-13)
Otu0484,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_JA-3-3Ab,Synechococcus_sp_JA-3-3Ab
Otu0485,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_KORDI-100,Synechococcus_sp_KORDI-100
Otu0486,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_KORDI-49,Synechococcus_sp_KORDI-49
Otu0487,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_KORDI-52,Synechococcus_sp_KORDI-52
Otu0488,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_PCC_6312,Synechococcus_sp_PCC_6312
Otu0489,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_PCC_7002,Synechococcus_sp_PCC_7002
Otu0490,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_PCC_73109,Synechococcus_sp_PCC_73109
Otu0491,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_PCC_7502,Synechococcus_sp_PCC_7502
Otu0492,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_RCC307,Synechococcus_sp_RCC307
Otu0493,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_WH_7803,Synechococcus_sp_WH_7803
Otu0494,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_WH_8103,Synechococcus_sp_WH_8103
Otu0495,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp_WH_8109,Synechococcus_sp_WH_8109
Otu0496,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechocystis|s__Synechocystis_sp_PCC_6714,Synechocystis_sp_PCC_6714
Otu0497,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechocystis|s__Synechocystis_sp_PCC_6803,Synechocystis_sp_PCC_6803
Otu0498,d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Thermosynechococcus|s__Thermosynechococcus_elongatus,Thermosynechococcus_elongatus
Otu0499,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_cylindrica,Anabaena_cylindrica
Otu0500,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_sp_90,Anabaena_sp_90
Otu0501,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena|s__Anabaena_sp_wa102,Anabaena_sp_wa102
Otu0502,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_punctiforme,Nostoc_punctiforme
Otu0503,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp_PCC_7107,Nostoc_sp_PCC_7107
Otu0504,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp_PCC_7120,Nostoc_sp_PCC_7120
Otu0505,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp_PCC_7524,Nostoc_sp_PCC_7524
Otu0506,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Trichormus|s__Trichormus_azollae,Trichormus_azollae
Otu0507,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix_parietina,Calothrix_parietina
Otu0508,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix_sp_336/3,Calothrix_sp_336/3
Otu0509,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix_sp_PCC_7507,Calothrix_sp_PCC_7507
Otu0510,d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia|s__Rivularia_sp_PCC_7116,Rivularia_sp_PCC_7116
Otu0511,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Crinalium|s__Crinalium_epipsammum,Crinalium_epipsammum
Otu0512,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Geitlerinema|s__Geitlerinema_sp_PCC_7407,Geitlerinema_sp_PCC_7407
Otu0513,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Leptolyngbya|s__Leptolyngbya_sp_PCC_7376,Leptolyngbya_sp_PCC_7376
Otu0514,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Microcoleus|s__Microcoleus_sp_PCC_7113,Microcoleus_sp_PCC_7113
Otu0515,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Oscillatoria|s__Oscillatoria_acuminata,Oscillatoria_acuminata
Otu0516,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Oscillatoria|s__Oscillatoria_nigro-viridis,Oscillatoria_nigro-viridis
Otu0517,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Pseudanabaena|s__Pseudanabaena_sp_PCC_7367,Pseudanabaena_sp_PCC_7367
Otu0518,d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Trichodesmium|s__Trichodesmium_erythraeum,Trichodesmium_erythraeum
Otu0519,d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|g__Chroococcidiopsis|s__Chroococcidiopsis_thermalis,Chroococcidiopsis_thermalis
Otu0520,d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|g__Pleurocapsa|s__Pleurocapsa_minor,Pleurocapsa_minor
Otu0521,d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|g__Stanieria|s__Stanieria_cyanosphaera,Stanieria_cyanosphaera
Otu0522,d__Bacteria|p__Cyanobacteria|o__Prochlorales|f__Prochlorococcaceae|g__Prochlorococcus|s__Prochlorococcus_marinus,Prochlorococcus_marinus
Otu0523,d__Bacteria|p__Cyanobacteria|o__Prochlorales|f__Prochlorococcaceae|g__Prochlorococcus|s__Prochlorococcus_sp_MIT_0604,Prochlorococcus_sp_MIT_0604
Otu0524,d__Bacteria|p__Cyanobacteria|o__Prochlorales|f__Prochlorococcaceae|g__Prochlorococcus|s__Prochlorococcus_sp_MIT_0801,Prochlorococcus_sp_MIT_0801
Otu0525,d__Bacteria|p__Cyanobacteria|o__Stigonematales|g__Fischerella|s__Fischerella_sp_NIES-3754,Fischerella_sp_NIES-3754
Otu0526,d__Bacteria|p__Cyanobacteria|s__cyanobacterium_endosymbiont_of_Epithemia_turgida,cyanobacterium_endosymbiont_of_Epithemia_turgida
Otu0527,d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio|s__Calditerrivibrio_nitroreducens,Calditerrivibrio_nitroreducens
Otu0528,d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter|s__Deferribacter_desulfuricans,Deferribacter_desulfuricans
Otu0529,d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__Denitrovibrio_acetiphilus,Denitrovibrio_acetiphilus
Otu0530,d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Flexistipes|s__Flexistipes_sinusarabici,Flexistipes_sinusarabici
Otu0531,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__'Deinococcus_soli'_Cha_et_al_2014,'Deinococcus_soli'_Cha_et_al_2014
Otu0532,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_actinosclerus,Deinococcus_actinosclerus
Otu0533,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_deserti,Deinococcus_deserti
Otu0534,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_geothermalis,Deinococcus_geothermalis
Otu0535,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_gobiensis,Deinococcus_gobiensis
Otu0536,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_maricopensis,Deinococcus_maricopensis
Otu0537,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_peraridilitoris,Deinococcus_peraridilitoris
Otu0538,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_proteolyticus,Deinococcus_proteolyticus
Otu0539,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_radiodurans,Deinococcus_radiodurans
Otu0540,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_swuensis,Deinococcus_swuensis
Otu0541,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera|s__Truepera_radiovictrix,Truepera_radiovictrix
Otu0542,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Marinithermus|s__Marinithermus_hydrothermalis,Marinithermus_hydrothermalis
Otu0543,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_ruber,Meiothermus_ruber
Otu0544,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_silvanus,Meiothermus_silvanus
Otu0545,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus|s__Oceanithermus_profundus,Oceanithermus_profundus
Otu0546,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_aquaticus,Thermus_aquaticus
Otu0547,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_oshimai,Thermus_oshimai
Otu0548,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_parvatiensis,Thermus_parvatiensis
Otu0549,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_scotoductus,Thermus_scotoductus
Otu0550,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_sp_CCB_US3_UF1,Thermus_sp_CCB_US3_UF1
Otu0551,d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_thermophilus,Thermus_thermophilus
Otu0552,d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae|g__Dictyoglomus|s__Dictyoglomus_thermophilum,Dictyoglomus_thermophilum
Otu0553,d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae|g__Dictyoglomus|s__Dictyoglomus_turgidum,Dictyoglomus_turgidum
Otu0554,d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Elusimicrobium|s__Elusimicrobium_minutum,Elusimicrobium_minutum
Otu0555,d__Bacteria|p__Elusimicrobia|c__Endomicrobia|o__Endomicrobiales|f__Endomicrobiaceae|g__Endomicrobium|s__Endomicrobium_proavitum,Endomicrobium_proavitum
Otu0556,d__Bacteria|p__Elusimicrobia|s__uncultured_Termite_group_1_bacterium,uncultured_Termite_group_1_bacterium
Otu0557,d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_succinogenes,Fibrobacter_succinogenes
Otu0558,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|s__Alicyclobacillus_acidocaldarius,Alicyclobacillus_acidocaldarius
Otu0559,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Kyrpidia|s__Kyrpidia_tusciae,Kyrpidia_tusciae
Otu0560,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Amphibacillus|s__Amphibacillus_xylanus,Amphibacillus_xylanus
Otu0561,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_flavithermus,Anoxybacillus_flavithermus
Otu0562,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_gonensis,Anoxybacillus_gonensis
Otu0563,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_amyloliquefaciens,Bacillus_amyloliquefaciens
Otu0564,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_anthracis,Bacillus_anthracis
Otu0565,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_atrophaeus,Bacillus_atrophaeus
Otu0566,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_bombysepticus,Bacillus_bombysepticus
Otu0567,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cellulosilyticus,Bacillus_cellulosilyticus
Otu0568,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus,Bacillus_cereus
Otu0569,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_clausii,Bacillus_clausii
Otu0570,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_coagulans,Bacillus_coagulans
Otu0571,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cytotoxicus,Bacillus_cytotoxicus
Otu0572,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_endophyticus,Bacillus_endophyticus
Otu0573,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_halodurans,Bacillus_halodurans
Otu0574,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_infantis,Bacillus_infantis
Otu0575,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_lehensis,Bacillus_lehensis
Otu0576,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_licheniformis,Bacillus_licheniformis
Otu0577,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium,Bacillus_megaterium
Otu0578,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_methanolicus,Bacillus_methanolicus
Otu0579,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_mycoides,Bacillus_mycoides
Otu0580,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_paralicheniformis,Bacillus_paralicheniformis
Otu0581,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pseudofirmus,Bacillus_pseudofirmus
Otu0582,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_pumilus,Bacillus_pumilus
Otu0583,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_simplex,Bacillus_simplex
Otu0584,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_smithii,Bacillus_smithii
Otu0585,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_1NLA3E,Bacillus_sp_1NLA3E
Otu0586,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_BH072,Bacillus_sp_BH072
Otu0587,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_JS,Bacillus_sp_JS
Otu0588,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_LM_4-2,Bacillus_sp_LM_4-2
Otu0589,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_OxB-1,Bacillus_sp_OxB-1
Otu0590,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_Pc3,Bacillus_sp_Pc3
Otu0591,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_SDLI1,Bacillus_sp_SDLI1
Otu0592,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_WP8,Bacillus_sp_WP8
Otu0593,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_X1(2014),Bacillus_sp_X1(2014)
Otu0594,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_YP1,Bacillus_sp_YP1
Otu0595,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis,Bacillus_subtilis
Otu0596,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_thuringiensis,Bacillus_thuringiensis
Otu0597,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_toyonensis,Bacillus_toyonensis
Otu0598,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_velezensis,Bacillus_velezensis
Otu0599,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_weihenstephanensis,Bacillus_weihenstephanensis
Otu0600,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_kaustophilus,Geobacillus_kaustophilus
Otu0601,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_12AMOR1,Geobacillus_sp_12AMOR1
Otu0602,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_C56-T3,Geobacillus_sp_C56-T3
Otu0603,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_GHH01,Geobacillus_sp_GHH01
Otu0604,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_JF8,Geobacillus_sp_JF8
Otu0605,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_JS12,Geobacillus_sp_JS12
Otu0606,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_LC300,Geobacillus_sp_LC300
Otu0607,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_WCH70,Geobacillus_sp_WCH70
Otu0608,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp_Y41MC1,Geobacillus_sp_Y41MC1
Otu0609,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_stearothermophilus,Geobacillus_stearothermophilus
Otu0610,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_subterraneus,Geobacillus_subterraneus
Otu0611,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_thermodenitrificans,Geobacillus_thermodenitrificans
Otu0612,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_thermoglucosidasius,Geobacillus_thermoglucosidasius
Otu0613,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_thermoleovorans,Geobacillus_thermoleovorans
Otu0614,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus|s__Halobacillus_halophilus,Halobacillus_halophilus
Otu0615,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_fusiformis,Lysinibacillus_fusiformis
Otu0616,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sphaericus,Lysinibacillus_sphaericus
Otu0617,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_varians,Lysinibacillus_varians
Otu0618,d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_iheyensis,Oceanobacillus_iheyensis
